EmployeeID,Age,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Maternity,Department_Neurology,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
1339400,24,No,1371,10,4,77,3,2,3,4260.0,5915,1.0,12,3,4,1.0,5.0,2.0,4,5.0,2.0,0.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1382648,30,No,202,2,3,72,3,1,2,2476.0,17434,1.0,18,3,1,1.0,1.0,3.0,3,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1685681,26,No,575,3,3,73,3,1,1,3102.0,6582,0.0,22,3,3,0.0,7.0,2.0,3,6.0,4.0,0.0,4.0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1700683,22,No,253,11,1,43,3,1,2,2244.0,24440,1.0,13,3,4,1.0,2.0,1.0,3,2.0,1.0,1.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1634874,36,No,164,2,2,61,2,3,3,7596.0,3809,1.0,13,3,2,2.0,10.0,2.0,3,10.0,9.0,7.5,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1362644,30,Yes,464,4,3,40,3,1,4,2285.0,3427,8.5,23,3,3,0.0,3.0,4.0,3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
1286933,37,No,1107,14,4,95,3,1,1,3034.0,26914,1.0,12,3,3,1.0,18.0,2.0,2,18.0,7.0,7.5,14.5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1848633,40,No,759,2,4,46,3,2,2,5715.0,22553,7.0,12,3,3,2.0,8.0,4.5,3,5.0,4.0,1.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1065198,42,No,201,1,2,95,3,1,1,2576.0,20490,3.0,16,3,2,1.0,8.0,4.5,3,5.0,2.0,1.0,2.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1703984,37,No,1305,10,3,49,3,2,2,4197.0,21123,2.0,12,3,4,0.0,18.0,2.0,2,1.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
1538992,43,No,982,12,1,59,2,4,2,14336.0,4345,1.0,11,3,3,1.0,25.0,3.0,3,20.5,10.0,3.0,9.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1488170,40,No,555,2,2,78,2,2,3,3448.0,13436,6.0,22,3,2,1.0,20.0,3.0,3,1.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1530826,54,No,821,5,1,86,3,5,1,16558.25,8509,4.0,11,3,3,1.0,24.0,4.0,2,4.0,2.0,1.0,2.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1550660,34,No,1381,4,3,72,3,2,3,6538.0,12740,8.5,15,3,1,1.0,6.0,3.0,3,3.0,2.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1766543,31,No,480,7,2,31,3,2,1,4306.0,4156,1.0,12,3,2,1.0,13.0,4.5,1,13.0,10.0,3.0,12.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1241240,43,No,313,21,4,61,3,1,4,2258.0,15238,7.0,20,3,1,1.0,8.0,1.0,3,3.0,2.0,1.0,2.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1616188,43,No,1473,8,3,74,3,2,3,4522.0,2227,4.0,14,3,4,0.0,8.0,3.0,3,5.0,2.0,0.0,2.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1068776,25,No,891,4,2,99,2,2,4,4487.0,12090,1.0,11,3,2,0.0,5.0,3.0,3,5.0,4.0,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1514615,37,No,1063,25,2,72,3,2,3,4449.0,23866,3.0,15,3,1,2.0,15.0,2.0,3,13.0,11.0,7.5,7.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1413436,31,No,329,1,4,98,2,1,1,2218.0,16193,1.0,12,3,3,1.0,4.0,3.0,3,4.0,2.0,3.0,2.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1660433,39,No,1218,1,2,52,3,5,3,16558.25,8213,1.0,14,3,3,1.0,21.0,3.0,3,20.5,8.0,1.0,6.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
1415736,56,No,906,6,3,86,4,4,1,13212.0,18256,8.5,11,3,4,2.5,28.5,0.5,2,7.0,7.0,7.0,7.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1356712,30,No,1082,12,2,83,3,2,3,6577.0,19558,0.0,11,3,2,0.0,6.0,4.5,3,5.0,4.0,4.0,4.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1482423,41,No,645,1,2,49,4,3,1,8392.0,19566,1.0,16,3,3,1.0,10.0,2.0,3,10.0,7.0,0.0,7.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1735186,28,No,1300,17,3,79,3,2,1,4558.0,13535,1.0,12,3,4,1.0,10.0,2.0,3,10.0,0.0,1.0,8.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1303791,25,Yes,688,3,1,91,3,1,1,4031.0,9396,5.0,13,3,3,1.0,6.0,4.5,3,2.0,2.0,0.0,2.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1595705,52,No,319,3,4,39,2,3,3,7969.0,19609,2.0,14,3,3,0.0,28.0,4.0,3,5.0,4.0,0.0,4.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
1314827,45,No,192,10,1,69,3,1,4,2654.0,9655,3.0,21,3,4,2.0,8.0,3.0,2,2.0,2.0,0.0,2.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1499671,52,No,1490,4,4,30,3,4,4,16555.0,10310,2.0,13,3,4,0.0,28.5,2.0,1,5.0,2.0,1.0,4.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1085614,42,No,532,29,1,92,3,2,3,4556.0,12932,2.0,11,3,2,1.0,19.0,3.0,3,5.0,4.0,0.0,2.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1635763,30,No,317,2,3,43,1,2,4,6091.0,24793,2.0,20,3,3,0.0,11.0,2.0,3,5.0,4.0,0.0,2.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1031735,60,No,422,7,1,41,3,5,1,16558.25,3854,5.0,11,3,4,0.0,28.5,4.5,1,20.5,8.0,7.5,10.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1787984,46,No,1485,18,3,87,3,2,3,4810.0,26314,2.0,14,3,3,1.0,19.0,4.5,2,10.0,7.0,0.0,8.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1867121,42,No,1368,28,4,88,2,2,4,4523.0,4386,0.0,11,3,4,2.5,7.0,4.0,4,6.0,5.0,0.0,4.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1377208,24,Yes,1448,1,1,62,3,1,2,3202.0,21972,1.0,16,3,2,0.0,6.0,4.0,3,5.0,3.0,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1548908,34,No,296,6,4,33,1,1,3,2351.0,12253,0.0,16,3,4,1.0,3.0,3.0,2,2.0,2.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1501749,38,No,1490,2,4,42,3,1,4,1702.0,12106,1.0,23,3,3,1.0,1.0,3.0,3,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1317087,40,No,1398,2,3,79,3,5,3,16558.25,13022,0.0,14,3,4,0.0,21.0,2.0,3,20.0,14.5,1.0,12.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1865341,26,No,1349,23,1,90,3,1,4,2886.0,3032,1.0,22,3,2,2.0,3.0,3.0,1,3.0,2.0,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1051420,30,No,1400,3,3,53,3,1,4,2097.0,16734,4.0,15,3,3,1.0,9.0,3.0,1,5.0,3.0,1.0,4.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1589813,29,No,986,3,2,93,2,3,3,11935.0,21526,1.0,18,3,3,0.0,10.0,2.0,3,10.0,2.0,0.0,7.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1297138,29,Yes,408,25,3,71,2,1,2,2546.0,18300,5.0,16,3,2,0.0,6.0,2.0,4,2.0,2.0,1.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1191505,19,Yes,489,2,1,52,2,1,4,2564.0,18437,1.0,12,3,3,0.0,1.0,3.0,4,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1708021,30,No,1398,22,3,69,3,3,1,8412.0,2890,0.0,11,3,3,0.0,10.0,3.0,3,9.0,8.0,7.0,8.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1353649,57,No,210,29,1,56,2,4,4,14118.0,22102,3.0,12,3,3,1.0,28.5,3.0,2,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1669573,50,No,1099,29,2,88,2,4,3,16558.25,9314,0.0,15,3,2,1.0,28.0,2.0,3,20.5,10.0,7.5,7.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
1613984,30,No,1116,2,3,49,3,1,4,2564.0,7181,0.0,14,3,3,0.0,12.0,2.0,2,11.0,7.0,6.0,7.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1269877,60,No,1499,28,3,80,2,3,1,10266.0,2845,4.0,19,3,4,0.0,22.0,4.5,4,18.0,13.0,7.5,11.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1593662,47,No,983,2,1,65,3,2,4,5070.0,7389,5.0,13,3,3,2.5,20.0,2.0,3,5.0,0.0,0.0,4.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1580340,46,No,1009,2,1,51,3,4,3,16558.25,2288,6.0,13,3,3,0.0,26.0,2.0,1,3.0,2.0,0.0,1.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1354096,35,No,144,22,4,46,1,1,3,4230.0,19225,0.0,15,3,3,0.0,6.0,2.0,3,5.0,4.0,4.0,3.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1667303,54,No,548,8,3,42,3,2,3,3780.0,23428,7.0,11,3,3,0.0,19.0,3.0,3,1.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1095688,34,No,1303,2,4,62,2,1,3,2768.0,8416,3.0,12,3,3,1.0,14.0,3.0,3,7.0,3.0,5.0,7.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1725110,31,No,1274,9,3,33,3,3,2,10648.0,14394,1.0,25,3,4,1.0,13.0,4.5,4,13.0,8.0,0.0,8.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1563027,33,Yes,1277,15,2,56,3,3,3,13610.0,24619,7.0,12,3,4,0.0,15.0,2.0,4,7.0,6.0,7.0,7.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1
1173414,33,No,587,10,1,38,1,1,4,3408.0,6705,7.0,13,3,1,2.5,8.0,2.0,3,4.0,3.0,1.0,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1188476,30,No,413,7,4,57,3,1,2,2983.0,18398,0.0,14,3,1,0.0,4.0,3.0,3,3.0,2.0,1.0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1204541,35,No,1276,16,4,72,3,3,3,7632.0,14295,4.0,12,3,3,0.0,10.0,2.0,3,8.0,7.0,0.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1736866,31,Yes,534,20,1,66,3,3,3,9824.0,22908,3.0,12,3,1,0.0,12.0,2.0,3,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1776529,34,Yes,988,23,2,43,3,3,1,9950.0,11533,8.5,15,3,3,2.5,11.0,2.0,3,3.0,2.0,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1489398,42,No,1474,5,2,97,3,1,3,2093.0,9260,4.0,17,3,4,1.0,8.0,4.0,3,2.0,2.0,2.0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1673608,36,No,635,10,2,32,3,3,4,9980.0,15318,1.0,14,3,4,0.0,10.0,3.0,2,10.0,3.0,7.5,7.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1107497,22,No,1368,4,3,99,2,1,3,3894.0,9129,5.0,16,3,3,0.0,4.0,3.0,3,2.0,2.0,1.0,2.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
1096432,48,No,163,2,2,37,3,2,4,4051.0,19658,2.0,14,3,1,1.0,14.0,2.0,3,9.0,7.0,6.0,7.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1045162,55,No,1117,18,1,83,3,4,2,16558.25,9873,3.0,23,3,4,0.0,28.5,2.0,3,10.0,9.0,7.0,7.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1756239,41,No,267,10,4,56,3,2,4,6230.0,13430,7.0,14,3,4,0.0,16.0,3.0,3,14.0,3.0,1.0,10.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1372229,35,No,619,1,2,85,3,2,3,4717.0,18659,8.5,11,3,3,0.0,15.0,2.0,3,11.0,9.0,6.0,9.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1413753,40,No,302,6,2,75,3,4,3,13237.0,20364,7.0,15,3,3,0.0,22.0,3.0,3,20.0,6.0,5.0,13.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
1394294,39,No,443,8,3,48,3,1,3,3755.0,17872,1.0,11,3,1,1.0,8.0,3.0,3,8.0,3.0,0.0,7.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1233772,31,No,828,2,2,77,3,2,4,6582.0,8346,4.0,13,3,3,0.0,10.0,2.0,4,6.0,5.0,0.0,5.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1882668,42,No,319,24,4,56,3,3,1,7406.0,6950,1.0,21,3,4,1.0,10.0,4.5,2,10.0,9.0,5.0,8.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
1218847,45,No,561,2,4,61,3,2,2,4805.0,16177,0.0,19,3,2,1.0,9.0,3.0,4,8.0,7.0,3.0,7.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1636995,26,Yes,426,17,2,58,3,1,3,2741.0,22808,0.0,11,3,2,1.0,8.0,2.0,2,7.0,7.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1780761,29,No,232,19,4,34,3,2,4,4262.0,22645,4.0,12,3,2,2.0,8.0,2.0,4,3.0,2.0,1.0,2.0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1375351,33,No,922,1,1,95,4,4,3,16184.0,22578,4.0,19,3,3,1.0,10.0,2.0,3,6.0,1.0,0.0,5.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1670281,31,No,688,7,3,44,2,3,4,11557.0,25291,8.5,21,3,3,1.0,10.0,3.0,2,5.0,4.0,0.0,1.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1138891,18,Yes,1306,5,2,69,3,1,2,1878.0,8059,1.0,14,3,4,0.0,0.0,3.0,3,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1755403,40,No,1094,28,3,58,1,3,1,10932.0,11373,3.0,15,3,3,1.0,20.0,2.0,3,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1566630,41,No,509,2,1,62,2,2,3,6811.0,2112,2.0,17,3,1,0.0,10.0,3.0,3,8.0,7.0,0.0,7.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
1777635,26,No,775,29,1,45,3,2,3,4306.0,4267,5.0,12,3,1,2.0,8.0,4.5,3,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1427912,35,No,195,1,1,80,3,2,3,4859.0,6698,1.0,16,3,4,0.0,5.0,3.0,3,5.0,4.0,0.0,3.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1884554,34,No,258,21,4,74,4,2,4,5337.0,19921,1.0,12,3,4,0.0,10.0,3.0,3,10.0,7.0,5.0,7.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1335605,26,Yes,471,24,3,66,1,1,4,2340.0,23213,1.0,18,3,2,0.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
1361476,37,No,799,1,2,59,3,3,4,7491.0,23848,4.0,17,3,4,0.0,12.0,3.0,4,6.0,5.0,1.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1057253,46,No,1034,18,1,86,3,3,3,10527.0,8984,5.0,11,3,4,0.0,28.0,3.0,2,2.0,2.0,1.0,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1617735,41,No,1276,2,2,91,3,4,1,16558.25,5626,7.0,16,3,2,1.0,22.0,2.0,3,18.0,14.5,7.5,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1037353,37,No,142,9,1,69,3,3,2,8834.0,24666,1.0,13,3,4,1.0,9.0,4.5,3,9.0,5.0,7.0,7.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1455020,52,No,956,6,4,78,3,2,1,5577.0,22087,3.0,12,3,2,2.0,18.0,3.0,3,10.0,9.0,6.0,9.0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
1689256,32,No,1474,11,4,60,4,2,3,4707.0,23914,8.0,12,3,4,0.0,6.0,2.0,3,4.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1793245,24,No,535,24,4,38,3,1,4,2400.0,5530,0.0,13,3,3,2.0,3.0,3.0,3,2.0,2.0,2.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1267131,38,No,1495,10,3,76,3,2,3,9824.0,22174,3.0,19,3,3,1.0,18.0,4.0,3,1.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1105684,37,No,446,1,2,65,3,2,2,6447.0,15701,6.0,12,3,2,1.0,8.0,2.0,2,6.0,5.0,4.0,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1206385,49,No,1245,18,4,58,2,5,3,16558.25,2125,1.0,17,3,3,1.0,28.5,4.5,3,20.5,9.0,0.0,9.0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1487282,24,No,691,23,2,89,4,1,4,2725.0,21630,1.0,11,3,2,2.0,6.0,3.0,3,6.0,5.0,1.0,4.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
1295289,26,No,703,28,1,66,3,2,2,6272.0,7428,1.0,20,3,4,2.0,6.0,4.5,4,5.0,3.0,1.0,4.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1875209,24,No,823,17,4,94,2,1,2,2127.0,9100,1.0,21,3,4,1.0,1.0,2.0,3,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1079394,50,No,1246,3,1,99,3,5,2,16558.25,7999,1.0,11,3,3,1.0,28.5,2.0,3,20.5,5.0,7.5,7.0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
1353559,25,No,622,13,2,40,3,1,3,2096.0,26376,1.0,11,3,3,0.0,7.0,1.0,3,7.0,4.0,0.0,6.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1119549,24,Yes,1287,7,1,55,3,1,3,2886.0,14168,1.0,16,3,4,1.0,6.0,4.0,3,6.0,3.0,1.0,2.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1209208,30,Yes,448,12,2,74,2,1,1,2033.0,14470,1.0,18,3,3,1.0,1.0,2.0,4,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1228187,34,No,254,1,2,83,2,1,4,3622.0,22794,1.0,13,3,4,1.0,6.0,3.0,3,6.0,5.0,1.0,3.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1090528,31,No,1365,13,2,46,3,2,1,4233.0,11512,2.0,17,3,3,0.0,9.0,2.0,1,3.0,1.0,1.0,2.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1665575,35,No,538,25,1,54,2,2,4,3681.0,14004,4.0,14,3,4,0.0,9.0,3.0,3,3.0,2.0,0.0,2.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1761086,31,No,525,6,1,66,4,2,4,5460.0,6219,4.0,22,3,4,2.0,13.0,4.0,4,7.0,7.0,5.0,7.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1591129,27,No,798,6,1,66,2,1,3,2187.0,5013,0.0,12,3,3,2.0,6.0,4.5,2,5.0,3.0,0.0,3.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1518444,37,No,558,2,4,75,3,2,3,9602.0,3010,4.0,11,3,3,1.0,17.0,3.0,2,3.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
1814200,42,No,622,2,3,81,3,2,4,4089.0,5718,1.0,13,3,2,2.0,10.0,4.0,3,10.0,2.0,2.0,2.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1669153,43,No,782,6,2,50,2,4,4,16558.25,2671,4.0,14,3,3,1.0,21.0,3.0,2,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1668455,38,No,362,1,3,43,3,1,1,2619.0,14561,3.0,17,3,4,0.0,8.0,3.0,2,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1251852,43,No,1001,9,4,72,3,2,3,5679.0,19627,3.0,13,3,2,1.0,10.0,3.0,3,8.0,7.0,4.0,7.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1589946,48,No,1236,1,4,40,2,4,1,15402.0,17997,7.0,11,3,1,1.0,21.0,3.0,1,3.0,2.0,0.0,2.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1580530,44,No,1112,1,1,50,2,2,3,5985.0,26894,4.0,11,3,2,0.0,10.0,1.0,4,2.0,2.0,0.0,2.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1718961,34,No,204,14,3,31,3,1,3,2579.0,2912,1.0,18,3,4,2.0,8.0,3.0,3,8.0,2.0,0.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1792606,27,No,1420,2,3,85,3,1,1,3041.0,16346,0.0,11,3,2,1.0,5.0,3.0,3,4.0,3.0,0.0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1147261,21,No,1343,22,3,49,3,1,3,3447.0,24444,1.0,11,3,3,0.0,3.0,2.0,3,3.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1434704,44,No,1315,3,4,35,3,5,4,16558.25,9358,4.0,12,3,1,1.0,26.0,2.0,4,2.0,2.0,0.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1794793,22,No,604,6,1,69,3,1,3,2773.0,12145,0.0,20,3,4,0.0,3.0,3.0,3,2.0,2.0,2.0,2.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1034561,33,No,1216,8,3,39,3,2,3,7104.0,20431,0.0,12,3,4,0.0,6.0,3.0,3,5.0,0.0,1.0,2.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1745732,32,No,646,9,1,92,3,2,4,6322.0,18089,1.0,12,3,4,1.0,6.0,2.0,2,6.0,4.0,0.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1477313,30,No,160,3,3,71,3,1,3,2083.0,22653,1.0,20,3,3,1.0,1.0,2.0,3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1624205,53,No,238,1,4,34,3,2,1,8381.0,7507,7.0,20,3,4,0.0,18.0,2.0,4,14.0,7.0,7.5,10.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1641585,34,No,1397,1,2,42,3,1,4,2691.0,7660,1.0,12,3,4,1.0,10.0,4.0,2,10.0,9.0,7.5,8.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1080875,45,Yes,306,26,1,100,3,2,1,4286.0,5630,2.0,14,3,4,2.0,5.0,4.0,3,1.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1551597,26,No,991,6,3,71,3,1,4,2659.0,17759,1.0,13,3,3,1.0,3.0,2.0,3,3.0,2.0,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1498477,37,No,482,3,3,36,3,3,3,9434.0,9606,1.0,15,3,3,1.0,10.0,2.0,3,10.0,7.0,7.0,8.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1507332,29,No,1176,3,2,62,3,2,3,5561.0,3487,1.0,14,3,1,1.0,6.0,4.5,2,6.0,0.0,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1398672,35,No,1017,6,2,82,1,2,4,6646.0,19368,1.0,13,3,2,0.0,17.0,3.0,3,17.0,11.0,7.5,8.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1179356,33,No,1296,6,3,30,3,2,4,7725.0,5335,3.0,23,3,3,1.0,15.0,2.0,1,13.0,11.0,4.0,7.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1414067,54,No,397,19,3,88,3,3,2,10725.0,6729,2.0,15,3,3,1.0,16.0,1.0,4,9.0,7.0,7.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1285109,36,No,913,9,2,48,2,2,2,8847.0,13934,2.0,11,3,3,1.0,13.0,2.0,3,3.0,2.0,0.0,2.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
